DATE,TIME,PRICE,POSITIVE STOCK,NEGATIVE STOCK,TRADE SIDE 
2022-11-12,12:33:46,2241,16149,17402,SHORT
2022-11-12,12:33:47,2226,16151,17396,SHORT
2022-11-12,12:33:48,2210,16147,17404,SHORT
2022-11-12,12:33:49,2228,16144,17400,SHORT
2022-11-12,12:33:50,2248,16142,17407,SHORT
2022-11-12,12:33:51,2268,16138,17406,SHORT
2022-11-12,12:33:52,2257,16134,17412,SHORT
2022-11-12,12:33:53,2265,16128,17413,SHORT
2022-11-12,12:33:54,2266,16132,17408,SHORT
2022-11-12,12:33:55,2261,16126,17403,SHORT
2022-11-12,12:33:56,2263,16125,17408,SHORT
2022-11-12,12:33:57,2253,16133,17416,SHORT
2022-11-12,12:33:58,2234,16129,17412,SHORT
2022-11-12,12:33:59,2219,16125,17412,SHORT
2022-11-12,12:34:00,2217,16132,17413,SHORT
2022-11-12,12:34:01,2234,16133,17418,SHORT
2022-11-12,12:34:02,2251,16139,17418,SHORT
2022-11-12,12:34:03,2234,16136,17415,SHORT
2022-11-12,12:34:04,2225,16140,17410,SHORT
2022-11-12,12:34:05,2210,16144,17411,SHORT
2022-11-12,12:34:06,2210,16145,17417,SHORT
2022-11-12,12:34:07,2214,16151,17419,SHORT
2022-11-12,12:34:08,2203,16147,17423,SHORT
2022-11-12,12:34:09,2223,16148,17422,SHORT
2022-11-12,12:34:10,2206,16155,17427,SHORT
2022-11-12,12:34:11,2214,16155,17425,SHORT
2022-11-12,12:34:12,2224,16155,17421,SHORT
2022-11-12,12:34:13,2242,16160,17418,SHORT
2022-11-12,12:34:14,2252,16162,17413,SHORT
2022-11-12,12:34:15,2249,16159,17408,SHORT
2022-11-12,12:34:16,2265,16163,17409,SHORT
2022-11-12,12:34:17,2273,16158,17412,SHORT
2022-11-12,12:34:18,2281,16158,17411,SHORT
2022-11-12,12:34:19,2291,16162,17414,SHORT
2022-11-12,12:34:20,2295,16156,17422,SHORT
2022-11-12,12:34:21,2280,16156,17421,SHORT
2022-11-12,12:34:22,2284,16162,17416,SHORT
2022-11-12,12:34:24,2303,16159,17421,SHORT
2022-11-12,12:34:25,2317,16166,17417,SHORT
2022-11-12,12:34:26,2333,16172,17416,SHORT
2022-11-12,12:34:27,2317,16177,17419,SHORT
2022-11-12,12:34:28,2320,16181,17420,SHORT
2022-11-12,12:34:29,2303,16182,17425,SHORT
2022-11-12,12:34:30,2310,16186,17425,SHORT
2022-11-12,12:34:31,2290,16186,17428,SHORT
2022-11-12,12:34:32,2304,16194,17427,SHORT
2022-11-12,12:34:33,2285,16200,17421,SHORT
2022-11-12,12:34:34,2268,16196,17418,SHORT
2022-11-12,12:34:35,2248,16204,17423,SHORT
2022-11-12,12:34:36,2266,16203,17418,SHORT
2022-11-12,12:34:37,2273,16209,17426,SHORT
2022-11-12,12:34:38,2269,16203,17434,SHORT
2022-11-12,12:34:39,2254,16199,17434,SHORT
2022-11-12,12:34:40,2262,16206,17429,SHORT
2022-11-12,12:34:41,2268,16202,17432,SHORT
2022-11-12,12:34:42,2266,16203,17439,SHORT
2022-11-12,12:34:43,2264,16197,17442,SHORT
2022-11-12,12:34:44,2276,16196,17439,SHORT
2022-11-12,12:34:45,2263,16203,17446,SHORT
2022-11-12,12:34:46,2256,16209,17445,SHORT
2022-11-12,12:34:47,2239,16208,17453,SHORT
2022-11-12,12:34:48,2221,16216,17456,SHORT
2022-11-12,12:34:49,2211,16222,17462,SHORT
2022-11-12,12:34:50,2227,16221,17467,SHORT
2022-11-12,12:34:51,2223,16218,17475,SHORT
2022-11-12,12:34:52,2238,16223,17473,SHORT
2022-11-12,12:34:53,2224,16224,17467,SHORT
2022-11-12,12:34:54,2238,16227,17470,SHORT
2022-11-12,12:34:55,2251,16233,17475,SHORT
2022-11-12,12:34:56,2242,16238,17481,SHORT
2022-11-12,12:34:57,2226,16234,17484,SHORT
2022-11-12,12:34:58,2212,16236,17488,SHORT
2022-11-12,12:34:59,2210,16242,17486,SHORT
2022-11-12,12:35:00,2191,16241,17491,SHORT
2022-11-12,12:35:01,2171,16243,17496,SHORT
2022-11-12,12:35:02,2175,16239,17492,SHORT
2022-11-12,12:35:03,2175,16237,17491,SHORT
2022-11-12,12:35:04,2187,16235,17492,SHORT
2022-11-12,12:35:05,2194,16242,17495,SHORT
2022-11-12,12:35:06,2181,16247,17492,SHORT
2022-11-12,12:35:07,2193,16253,17495,SHORT
2022-11-12,12:35:08,2212,16260,17502,SHORT
2022-11-12,12:35:09,2219,16263,17508,SHORT
2022-11-12,12:35:10,2200,16268,17507,SHORT
2022-11-12,12:35:11,2201,16270,17512,SHORT
2022-11-12,12:35:12,2199,16264,17506,SHORT
2022-11-12,12:35:13,2191,16258,17511,SHORT
2022-11-12,12:35:14,2190,16264,17512,SHORT
2022-11-12,12:35:15,2202,16267,17515,SHORT
2022-11-12,12:35:16,2182,16271,17512,SHORT
2022-11-12,12:35:17,2202,16267,17510,SHORT
2022-11-12,12:35:18,2210,16273,17517,SHORT
2022-11-12,12:35:19,2221,16273,17523,SHORT
2022-11-12,12:35:20,2221,16269,17526,SHORT
2022-11-12,12:35:21,2236,16274,17525,SHORT
2022-11-12,12:35:23,2224,16281,17524,SHORT
2022-11-12,12:35:24,2244,16281,17523,SHORT
2022-11-12,12:35:25,2255,16280,17522,SHORT
2022-11-12,12:35:26,2268,16276,17517,SHORT
2022-11-12,12:35:27,2265,16281,17518,SHORT
2022-11-12,12:35:28,2257,16275,17522,SHORT
2022-11-12,12:35:29,2239,16277,17530,SHORT
2022-11-12,12:35:30,2257,16281,17538,SHORT
2022-11-12,12:35:31,2239,16285,17533,SHORT
2022-11-12,12:35:32,2252,16279,17528,SHORT
2022-11-12,12:35:33,2241,16273,17527,SHORT
2022-11-12,12:35:34,2245,16275,17521,SHORT
2022-11-12,12:35:35,2228,16281,17521,SHORT
2022-11-12,12:35:36,2218,16287,17521,SHORT
2022-11-12,12:35:37,2199,16290,17518,SHORT
2022-11-12,12:35:38,2214,16287,17526,SHORT
2022-11-12,12:35:39,2231,16284,17522,SHORT
2022-11-12,12:35:40,2251,16290,17517,SHORT
2022-11-12,12:35:41,2237,16288,17515,SHORT
2022-11-12,12:35:42,2247,16291,17521,SHORT
2022-11-12,12:35:43,2235,16290,17529,SHORT
2022-11-12,12:35:44,2246,16286,17531,SHORT
2022-11-12,12:35:45,2248,16286,17539,SHORT
2022-11-12,12:35:46,2260,16288,17546,SHORT
2022-11-12,12:35:47,2270,16296,17541,SHORT
2022-11-12,12:35:48,2257,16302,17547,SHORT
2022-11-12,12:35:49,2270,16301,17551,SHORT
2022-11-12,12:35:50,2290,16307,17553,SHORT
2022-11-12,12:35:51,2280,16312,17559,SHORT
2022-11-12,12:35:52,2288,16308,17566,SHORT
2022-11-12,12:35:53,2287,16308,17565,SHORT
2022-11-12,12:35:54,2273,16310,17559,SHORT
2022-11-12,12:35:55,2285,16314,17559,SHORT
2022-11-12,12:35:56,2270,16320,17556,SHORT
2022-11-12,12:35:57,2281,16319,17562,SHORT
2022-11-12,12:35:58,2282,16322,17567,SHORT
2022-11-12,12:35:59,2271,16327,17563,SHORT
2022-11-12,12:36:00,2273,16326,17569,SHORT
2022-11-12,12:36:01,2279,16330,17572,SHORT
2022-11-12,12:36:02,2286,16335,17569,SHORT
2022-11-12,12:36:03,2306,16333,17575,SHORT
2022-11-12,12:36:04,2308,16340,17576,SHORT
2022-11-12,12:36:05,2327,16338,17583,SHORT
2022-11-12,12:36:06,2327,16343,17584,SHORT
2022-11-12,12:36:07,2318,16350,17586,SHORT
2022-11-12,12:36:08,2318,16350,17591,SHORT
2022-11-12,12:36:09,2322,16344,17594,SHORT
2022-11-12,12:36:10,2306,16350,17588,SHORT
2022-11-12,12:36:11,2317,16358,17583,SHORT
2022-11-12,12:36:12,2319,16361,17583,SHORT
2022-11-12,12:36:13,2300,16361,17579,SHORT
2022-11-12,12:36:14,2313,16362,17585,SHORT
2022-11-12,12:36:15,2314,16362,17583,SHORT
2022-11-12,12:36:16,2296,16367,17584,SHORT
2022-11-12,12:36:17,2307,16373,17584,SHORT
2022-11-12,12:36:18,2308,16371,17583,SHORT
2022-11-12,12:36:19,2289,16365,17579,SHORT
2022-11-12,12:36:20,2287,16370,17573,SHORT
2022-11-12,12:36:21,2282,16366,17578,SHORT
2022-11-12,12:36:22,2278,16363,17582,SHORT
2022-11-12,12:36:23,2262,16363,17576,SHORT
2022-11-12,12:36:24,2249,16369,17570,SHORT
2022-11-12,12:36:26,2238,16365,17574,SHORT
2022-11-12,12:36:27,2231,16360,17578,SHORT
2022-11-12,12:36:28,2245,16359,17580,SHORT
2022-11-12,12:36:29,2228,16365,17580,SHORT
2022-11-12,12:36:30,2222,16360,17587,SHORT
2022-11-12,12:36:31,2225,16356,17587,SHORT
2022-11-12,12:36:32,2206,16364,17582,SHORT
2022-11-12,12:36:33,2225,16368,17581,SHORT
2022-11-12,12:36:34,2232,16372,17583,SHORT
2022-11-12,12:36:35,2218,16374,17589,SHORT
2022-11-12,12:36:36,2202,16371,17586,SHORT
2022-11-12,12:36:37,2197,16366,17580,SHORT
2022-11-12,12:36:38,2202,16360,17588,SHORT
2022-11-12,12:36:39,2220,16358,17587,SHORT
2022-11-12,12:36:40,2228,16352,17593,SHORT
2022-11-12,12:36:41,2210,16346,17589,SHORT
2022-11-12,12:36:42,2223,16354,17592,SHORT
2022-11-12,12:36:43,2209,16352,17598,SHORT
2022-11-12,12:36:44,2194,16347,17592,SHORT
2022-11-12,12:36:45,2193,16352,17593,SHORT
2022-11-12,12:36:46,2196,16353,17594,SHORT
2022-11-12,12:36:47,2202,16358,17593,SHORT
2022-11-12,12:36:48,2212,16353,17592,SHORT
2022-11-12,12:36:49,2211,16353,17591,SHORT
2022-11-12,12:36:50,2207,16355,17588,SHORT
2022-11-12,12:36:51,2192,16362,17593,SHORT
2022-11-12,12:36:52,2181,16370,17593,SHORT
2022-11-12,12:36:53,2184,16370,17592,SHORT
2022-11-12,12:36:54,2170,16364,17588,SHORT
2022-11-12,12:36:55,2169,16370,17590,SHORT
2022-11-12,12:36:56,2170,16371,17596,SHORT
2022-11-12,12:36:57,2174,16371,17603,SHORT
2022-11-12,12:36:58,2179,16374,17609,SHORT
2022-11-12,12:36:59,2175,16373,17613,SHORT
2022-11-12,12:37:00,2157,16377,17609,SHORT
2022-11-12,12:37:01,2169,16375,17606,SHORT
2022-11-12,12:37:02,2164,16380,17600,SHORT
2022-11-12,12:37:03,2164,16377,17594,SHORT
2022-11-12,12:37:04,2168,16384,17593,SHORT
2022-11-12,12:37:05,2154,16379,17589,SHORT
2022-11-12,12:37:06,2160,16381,17588,SHORT
2022-11-12,12:37:07,2165,16382,17589,SHORT
2022-11-12,12:37:08,2178,16389,17587,SHORT
2022-11-12,12:37:09,2185,16391,17582,SHORT
2022-11-12,12:37:10,2171,16386,17587,SHORT
2022-11-12,12:37:11,2184,16386,17582,SHORT
2022-11-12,12:37:12,2182,16382,17590,SHORT
2022-11-12,12:37:13,2181,16379,17584,SHORT
2022-11-12,12:37:14,2169,16385,17578,SHORT
2022-11-12,12:37:15,2185,16387,17578,SHORT
2022-11-12,12:37:16,2183,16394,17572,SHORT
2022-11-12,12:37:17,2198,16397,17572,SHORT
2022-11-12,12:37:18,2190,16402,17569,SHORT
2022-11-12,12:37:19,2196,16405,17576,SHORT
2022-11-12,12:37:20,2185,16412,17581,SHORT
2022-11-12,12:37:21,2184,16408,17585,SHORT
2022-11-12,12:37:22,2183,16411,17584,SHORT
2022-11-12,12:37:23,2195,16409,17581,SHORT
2022-11-12,12:37:25,2195,16414,17577,SHORT
2022-11-12,12:37:26,2192,16410,17575,SHORT
2022-11-12,12:37:27,2187,16415,17578,SHORT
2022-11-12,12:37:28,2175,16421,17581,SHORT
2022-11-12,12:37:29,2158,16423,17581,SHORT
2022-11-12,12:37:30,2159,16419,17587,SHORT
2022-11-12,12:37:31,2142,16420,17584,SHORT
2022-11-12,12:37:32,2161,16422,17582,SHORT
2022-11-12,12:37:33,2166,16416,17582,SHORT
2022-11-12,12:37:34,2162,16413,17585,SHORT
2022-11-12,12:37:35,2150,16411,17586,SHORT
2022-11-12,12:37:36,2135,16413,17591,SHORT
2022-11-12,12:37:37,2144,16408,17593,SHORT
2022-11-12,12:37:38,2152,16413,17598,SHORT
2022-11-12,12:37:39,2155,16410,17601,SHORT
2022-11-12,12:37:40,2141,16417,17608,SHORT
2022-11-12,12:37:41,2133,16418,17616,SHORT
2022-11-12,12:37:42,2137,16424,17614,SHORT
2022-11-12,12:37:43,2132,16421,17619,SHORT
2022-11-12,12:37:44,2143,16424,17617,SHORT
2022-11-12,12:37:45,2127,16418,17622,SHORT
2022-11-12,12:37:46,2131,16415,17621,SHORT
2022-11-12,12:37:47,2141,16414,17622,SHORT
2022-11-12,12:37:48,2150,16411,17623,SHORT
2022-11-12,12:37:49,2146,16412,17628,SHORT
2022-11-12,12:37:50,2134,16417,17622,SHORT
2022-11-12,12:37:51,2128,16414,17620,SHORT
2022-11-12,12:37:52,2142,16418,17628,SHORT
2022-11-12,12:37:53,2147,16417,17627,SHORT
2022-11-12,12:37:54,2137,16411,17627,SHORT
2022-11-12,12:37:55,2122,16419,17635,SHORT
2022-11-12,12:37:56,2123,16418,17631,SHORT
2022-11-12,12:37:57,2103,16418,17637,SHORT
2022-11-12,12:37:58,2099,16413,17638,SHORT
2022-11-12,12:37:59,2087,16416,17643,SHORT
2022-11-12,12:38:00,2087,16412,17645,SHORT
2022-11-12,12:38:01,2082,16414,17650,SHORT
2022-11-12,12:38:02,2099,16414,17650,SHORT
2022-11-12,12:38:03,2119,16416,17652,SHORT
2022-11-12,12:38:04,2139,16420,17647,SHORT
2022-11-12,12:38:05,2131,16416,17652,SHORT
2022-11-12,12:38:06,2120,16420,17651,SHORT
2022-11-12,12:38:07,2140,16421,17649,SHORT
2022-11-12,12:38:08,2131,16416,17651,SHORT
2022-11-12,12:38:09,2140,16415,17648,SHORT
2022-11-12,12:38:10,2157,16417,17642,SHORT
2022-11-12,12:38:11,2169,16423,17647,SHORT
2022-11-12,12:38:12,2188,16429,17644,SHORT
2022-11-12,12:38:13,2189,16436,17652,SHORT
2022-11-12,12:38:14,2185,16434,17653,SHORT
2022-11-12,12:38:15,2194,16438,17655,SHORT
2022-11-12,12:38:16,2198,16434,17656,SHORT
2022-11-12,12:38:17,2182,16436,17664,SHORT
2022-11-12,12:38:18,2192,16431,17667,SHORT
2022-11-12,12:38:19,2212,16432,17665,SHORT
2022-11-12,12:38:20,2196,16438,17671,SHORT
2022-11-12,12:38:21,2186,16443,17670,SHORT
2022-11-12,12:38:22,2171,16446,17669,SHORT
2022-11-12,12:38:23,2172,16445,17667,SHORT
2022-11-12,12:38:24,2153,16441,17674,SHORT
2022-11-12,12:38:25,2164,16445,17668,SHORT
2022-11-12,12:38:27,2144,16443,17664,SHORT
2022-11-12,12:38:28,2126,16442,17664,SHORT
2022-11-12,12:38:29,2107,16445,17662,SHORT
2022-11-12,12:38:30,2120,16448,17666,SHORT
2022-11-12,12:38:31,2125,16451,17661,SHORT
2022-11-12,12:38:32,2139,16455,17667,SHORT
2022-11-12,12:38:33,2137,16459,17668,SHORT
2022-11-12,12:38:34,2130,16465,17663,SHORT
2022-11-12,12:38:35,2138,16463,17660,SHORT
2022-11-12,12:38:36,2125,16470,17656,SHORT
2022-11-12,12:38:37,2134,16468,17656,SHORT
2022-11-12,12:38:38,2114,16465,17651,SHORT
2022-11-12,12:38:39,2122,16464,17651,SHORT
2022-11-12,12:38:40,2138,16458,17652,SHORT
2022-11-12,12:38:41,2118,16454,17657,SHORT
2022-11-12,12:38:42,2124,16456,17652,SHORT
2022-11-12,12:38:43,2128,16463,17651,SHORT
2022-11-12,12:38:44,2123,16464,17649,SHORT
2022-11-12,12:38:45,2108,16469,17648,SHORT
2022-11-12,12:38:46,2116,16467,17656,SHORT
2022-11-12,12:38:47,2107,16469,17658,SHORT
2022-11-12,12:38:48,2102,16467,17652,SHORT
2022-11-12,12:38:49,2105,16475,17654,SHORT
2022-11-12,12:38:50,2096,16480,17657,SHORT
2022-11-12,12:38:51,2116,16487,17664,SHORT
2022-11-12,12:38:52,2120,16486,17663,SHORT
2022-11-12,12:38:53,2124,16484,17659,SHORT
2022-11-12,12:38:54,2129,16488,17664,SHORT
2022-11-12,12:38:55,2120,16485,17664,SHORT
2022-11-12,12:38:56,2123,16481,17667,SHORT
2022-11-12,12:38:57,2121,16489,17674,SHORT
2022-11-12,12:38:58,2113,16492,17673,SHORT
2022-11-12,12:38:59,2130,16500,17674,SHORT
2022-11-12,12:39:00,2147,16506,17670,SHORT
2022-11-12,12:39:01,2166,16507,17666,SHORT
2022-11-12,12:39:02,2161,16502,17666,SHORT
2022-11-12,12:39:03,2150,16509,17666,SHORT
2022-11-12,12:39:04,2151,16503,17662,SHORT
2022-11-12,12:39:05,2143,16497,17663,SHORT
2022-11-12,12:39:06,2146,16502,17667,SHORT
2022-11-12,12:39:07,2146,16504,17662,SHORT
2022-11-12,12:39:08,2147,16503,17663,SHORT
2022-11-12,12:39:09,2163,16511,17671,SHORT
2022-11-12,12:39:10,2162,16512,17679,SHORT
2022-11-12,12:39:11,2142,16508,17685,SHORT
2022-11-12,12:39:12,2123,16504,17686,SHORT
2022-11-12,12:39:13,2117,16501,17693,SHORT
2022-11-12,12:39:14,2111,16500,17701,SHORT
2022-11-12,12:39:15,2121,16497,17697,SHORT
2022-11-12,12:39:16,2106,16493,17691,SHORT
2022-11-12,12:39:18,2101,16495,17688,SHORT
2022-11-12,12:39:19,2084,16490,17689,SHORT
2022-11-12,12:39:20,2095,16497,17684,SHORT
2022-11-12,12:39:21,2080,16501,17681,SHORT
2022-11-12,12:39:22,2081,16498,17677,SHORT
2022-11-12,12:39:23,2100,16504,17675,SHORT
2022-11-12,12:39:24,2084,16504,17669,SHORT
2022-11-12,12:39:25,2082,16512,17673,SHORT
2022-11-12,12:39:26,2067,16508,17677,SHORT
2022-11-12,12:39:27,2075,16513,17684,SHORT
2022-11-12,12:39:28,2080,16521,17683,SHORT
2022-11-12,12:39:29,2076,16522,17678,SHORT
2022-11-12,12:39:30,2062,16523,17673,SHORT
2022-11-12,12:39:31,2069,16531,17670,SHORT
2022-11-12,12:39:32,2052,16535,17665,SHORT
2022-11-12,12:39:33,2060,16535,17667,SHORT
2022-11-12,12:39:34,2060,16530,17674,SHORT
2022-11-12,12:39:35,2070,16535,17675,SHORT
2022-11-12,12:39:36,2057,16529,17675,SHORT
2022-11-12,12:39:37,2039,16528,17683,SHORT
2022-11-12,12:39:38,2047,16536,17689,SHORT
2022-11-12,12:39:39,2056,16542,17692,SHORT
2022-11-12,12:39:40,2059,16546,17687,SHORT
2022-11-12,12:39:41,2060,16550,17685,SHORT
2022-11-12,12:39:42,2060,16557,17690,SHORT
2022-11-12,12:39:43,2052,16561,17690,SHORT
2022-11-12,12:39:44,2056,16563,17691,SHORT
2022-11-12,12:39:45,2075,16565,17693,SHORT
2022-11-12,12:39:46,2070,16559,17692,SHORT
2022-11-12,12:39:47,2052,16565,17689,SHORT
2022-11-12,12:39:48,2051,16570,17695,SHORT
2022-11-12,12:39:49,2041,16569,17691,SHORT
2022-11-12,12:39:50,2026,16572,17691,SHORT
2022-11-12,12:39:51,2032,16569,17692,SHORT
2022-11-12,12:39:52,2019,16565,17694,SHORT
2022-11-12,12:39:53,2011,16567,17701,SHORT
2022-11-12,12:39:54,2004,16566,17700,SHORT
2022-11-12,12:39:55,1989,16563,17698,SHORT
2022-11-12,12:39:56,1975,16566,17699,SHORT
2022-11-12,12:39:57,1961,16565,17693,SHORT
2022-11-12,12:39:58,1965,16563,17695,SHORT
2022-11-12,12:39:59,1953,16564,17699,SHORT
2022-11-12,12:40:00,1950,16571,17700,SHORT
2022-11-12,12:40:01,1947,16577,17696,SHORT
2022-11-12,12:40:02,1957,16583,17690,SHORT
2022-11-12,12:40:03,1972,16579,17693,SHORT
2022-11-12,12:40:04,1955,16577,17691,SHORT
2022-11-12,12:40:05,1960,16579,17697,SHORT
2022-11-12,12:40:06,1952,16575,17703,SHORT
2022-11-12,12:40:07,1972,16582,17705,SHORT
2022-11-12,12:40:08,1978,16587,17711,SHORT
2022-11-12,12:40:09,1981,16581,17713,SHORT
2022-11-12,12:40:10,1970,16578,17714,SHORT
2022-11-12,12:40:11,1982,16577,17716,SHORT
2022-11-12,12:40:12,1994,16579,17716,SHORT
2022-11-12,12:40:13,1988,16579,17721,SHORT
2022-11-12,12:40:14,1988,16581,17726,SHORT
2022-11-12,12:40:15,1998,16578,17726,SHORT
2022-11-12,12:40:16,1983,16580,17722,SHORT
2022-11-12,12:40:17,1965,16574,17729,SHORT
2022-11-12,12:40:18,1977,16578,17730,SHORT
2022-11-12,12:40:19,1993,16575,17731,SHORT
2022-11-12,12:40:21,1982,16583,17726,SHORT
2022-11-12,12:40:22,1970,16583,17722,SHORT
2022-11-12,12:40:23,1980,16579,17723,SHORT
2022-11-12,12:40:24,1978,16581,17723,SHORT
2022-11-12,12:40:25,1991,16589,17719,SHORT
2022-11-12,12:40:26,1996,16597,17716,SHORT
2022-11-12,12:40:27,2003,16599,17723,SHORT
2022-11-12,12:40:28,1999,16607,17726,SHORT
2022-11-12,12:40:29,2019,16604,17730,SHORT
2022-11-12,12:40:30,2006,16605,17727,SHORT
2022-11-12,12:40:31,2007,16610,17731,SHORT
2022-11-12,12:40:32,1999,16611,17736,SHORT
2022-11-12,12:40:33,1994,16614,17743,SHORT
2022-11-12,12:40:34,2009,16615,17749,SHORT
2022-11-12,12:40:35,1993,16621,17745,SHORT
2022-11-12,12:40:36,1974,16628,17753,SHORT
2022-11-12,12:40:37,1983,16633,17750,SHORT
2022-11-12,12:40:38,1969,16638,17745,SHORT
2022-11-12,12:40:39,1962,16636,17746,SHORT
2022-11-12,12:40:40,1944,16635,17753,SHORT
2022-11-12,12:40:41,1952,16634,17748,SHORT
2022-11-12,12:40:42,1966,16637,17752,SHORT
2022-11-12,12:40:43,1959,16644,17754,SHORT
2022-11-12,12:40:44,1947,16639,17754,SHORT
2022-11-12,12:40:45,1945,16646,17762,SHORT
2022-11-12,12:40:46,1941,16647,17764,SHORT
2022-11-12,12:40:47,1939,16641,17768,SHORT
2022-11-12,12:40:48,1942,16640,17776,SHORT
2022-11-12,12:40:49,1936,16635,17776,SHORT
2022-11-12,12:40:50,1939,16639,17776,SHORT
2022-11-12,12:40:51,1919,16633,17778,SHORT
2022-11-12,12:40:52,1922,16634,17784,SHORT
2022-11-12,12:40:53,1925,16641,17790,SHORT
2022-11-12,12:40:54,1915,16640,17791,SHORT
2022-11-12,12:40:55,1904,16644,17786,SHORT
2022-11-12,12:40:56,1908,16649,17781,SHORT
2022-11-12,12:40:57,1898,16652,17786,SHORT
2022-11-12,12:40:58,1908,16654,17787,SHORT
2022-11-12,12:40:59,1912,16655,17783,SHORT
2022-11-12,12:41:00,1920,16661,17787,SHORT
2022-11-12,12:41:01,1922,16669,17791,SHORT
2022-11-12,12:41:02,1942,16677,17785,SHORT
2022-11-12,12:41:03,1951,16671,17779,SHORT
2022-11-12,12:41:04,1940,16679,17781,SHORT
2022-11-12,12:41:05,1934,16682,17775,SHORT
2022-11-12,12:41:06,1947,16687,17778,SHORT
2022-11-12,12:41:07,1931,16685,17775,SHORT
2022-11-12,12:41:08,1921,16680,17779,SHORT
2022-11-12,12:41:09,1940,16683,17787,SHORT
2022-11-12,12:41:10,1925,16688,17791,SHORT
2022-11-12,12:41:11,1909,16689,17790,SHORT
2022-11-12,12:41:12,1916,16694,17791,SHORT
2022-11-12,12:41:13,1933,16700,17799,SHORT
2022-11-12,12:41:14,1943,16701,17805,SHORT
2022-11-12,12:41:15,1954,16701,17812,SHORT
2022-11-12,12:41:16,1958,16705,17808,SHORT
2022-11-12,12:41:17,1959,16709,17812,SHORT
2022-11-12,12:41:18,1973,16706,17816,SHORT
2022-11-12,12:41:20,1975,16709,17822,SHORT
2022-11-12,12:41:21,1960,16710,17826,SHORT
2022-11-12,12:41:22,1957,16707,17823,SHORT
2022-11-12,12:41:23,1967,16704,17825,SHORT
2022-11-12,12:41:24,1967,16699,17831,SHORT
2022-11-12,12:41:25,1957,16694,17829,SHORT
2022-11-12,12:41:26,1938,16688,17835,SHORT
2022-11-12,12:41:27,1958,16685,17841,SHORT
2022-11-12,12:41:28,1959,16681,17842,SHORT
2022-11-12,12:41:29,1961,16678,17841,SHORT
2022-11-12,12:41:30,1957,16678,17842,SHORT
2022-11-12,12:41:31,1944,16681,17839,SHORT
2022-11-12,12:41:32,1930,16681,17836,SHORT
2022-11-12,12:41:33,1934,16682,17834,SHORT
2022-11-12,12:41:34,1943,16685,17829,SHORT
2022-11-12,12:41:35,1956,16684,17837,SHORT
2022-11-12,12:41:36,1939,16679,17836,SHORT
2022-11-12,12:41:37,1938,16684,17838,SHORT
2022-11-12,12:41:38,1952,16688,17843,SHORT
2022-11-12,12:41:39,1944,16692,17850,SHORT
2022-11-12,12:41:40,1927,16688,17849,SHORT
2022-11-12,12:41:41,1943,16683,17848,SHORT
2022-11-12,12:41:42,1924,16686,17853,SHORT
2022-11-12,12:41:43,1904,16685,17849,SHORT
2022-11-12,12:41:44,1886,16679,17843,SHORT
2022-11-12,12:41:45,1892,16682,17851,SHORT
2022-11-12,12:41:46,1890,16686,17849,SHORT
2022-11-12,12:41:47,1907,16680,17855,SHORT
2022-11-12,12:41:48,1888,16680,17860,SHORT
2022-11-12,12:41:49,1886,16688,17859,SHORT
2022-11-12,12:41:50,1876,16685,17862,SHORT
2022-11-12,12:41:51,1858,16688,17861,SHORT
2022-11-12,12:41:52,1841,16691,17867,SHORT
2022-11-12,12:41:53,1855,16690,17865,SHORT
2022-11-12,12:41:54,1869,16697,17860,SHORT
2022-11-12,12:41:55,1889,16702,17866,SHORT
2022-11-12,12:41:56,1871,16709,17869,SHORT
2022-11-12,12:41:57,1874,16706,17867,SHORT
2022-11-12,12:41:58,1868,16709,17869,SHORT
2022-11-12,12:41:59,1877,16712,17872,SHORT
2022-11-12,12:42:00,1862,16720,17878,SHORT
2022-11-12,12:42:01,1842,16728,17878,SHORT
2022-11-12,12:42:02,1861,16727,17874,SHORT
2022-11-12,12:42:03,1873,16726,17878,SHORT
2022-11-12,12:42:04,1878,16725,17882,SHORT
2022-11-12,12:42:05,1872,16729,17889,SHORT
2022-11-12,12:42:06,1861,16737,17893,SHORT
2022-11-12,12:42:07,1841,16740,17897,SHORT
2022-11-12,12:42:08,1858,16735,17898,SHORT
2022-11-12,12:42:09,1842,16736,17894,SHORT
2022-11-12,12:42:10,1838,16741,17892,SHORT
2022-11-12,12:42:11,1828,16736,17890,SHORT
2022-11-12,12:42:12,1815,16736,17898,SHORT
2022-11-12,12:42:13,1835,16742,17892,SHORT
2022-11-12,12:42:14,1827,16739,17897,SHORT
2022-11-12,12:42:15,1819,16738,17903,SHORT
2022-11-12,12:42:16,1816,16740,17905,SHORT
2022-11-12,12:42:17,1829,16741,17907,SHORT
2022-11-12,12:42:18,1830,16739,17908,SHORT
2022-11-12,12:42:19,1811,16733,17914,SHORT
2022-11-12,12:42:20,1831,16734,17915,SHORT
2022-11-12,12:42:21,1849,16738,17910,SHORT
2022-11-12,12:42:23,1859,16732,17918,SHORT
2022-11-12,12:42:24,1862,16730,17918,SHORT
2022-11-12,12:42:25,1869,16737,17925,SHORT
2022-11-12,12:42:26,1860,16741,17932,SHORT
2022-11-12,12:42:27,1871,16738,17931,SHORT
2022-11-12,12:42:28,1886,16741,17932,SHORT
2022-11-12,12:42:29,1894,16742,17936,SHORT
2022-11-12,12:42:30,1892,16744,17931,SHORT
